Date,Activity ID,Type,Distance (km),Duration,Average Speed (km/h),Calories Burned,Climb (m),Average Heart rate (tpm),Quality
2021-04-05,dcd6fbe6-524c-46bc-85ca-d47fcea0b4ca,Walking,22.9,1651,0.85,975,371,71,274.52
2021-05-29,2cc661a9-cc38-463e-aad2-566006fa158e,Walking,6.16,96,6.16,1377,418,108,10.66
2022-05-12,622dd38c-75f4-407d-a8a1-b1b348b2d41e,Cycling,27.96,1469,1.17,1299,109,61,110.94
2022-01-03,6ba0e840-6000-4876-8496-50e62ac3fe41,Running,19.77,2447,0.49,1118,435,106,370.23
2020-08-07,2e8b94c7-1805-4313-b3ea-0e845a4433ae,Cycling,17.74,2785,0.39,1230,453,147,344.83
2021-10-19,8e6f67a8-a4e6-44b9-91f5-0689c2b443be,Cycling,18.38,2399,0.47,823,443,89,320.4
2021-05-19,a2504f02-93a2-4e7a-9fdd-f04ccc982e3d,Cycling,14.79,616,1.48,615,275,81,41.73
2021-03-14,110eea54-e8fe-43ad-8c73-69d0212dfd07,Running,14.32,1718,0.51,1270,422,136,221.3
2020-11-01,38609430-404f-4b45-b8f9-83bc0a95a8cb,Walking,20.42,3562,0.35,1365,414,81,814.08
2020-09-03,517321f3-a419-4e37-9c1f-31d1c1d0023c,Running,29.15,1732,1.04,1422,420,91,367.91
2020-08-22,cd367203-8d3c-453c-b7ea-f496f4ed3df7,Walking,28.78,890,2.06,674,177,129,25.84
2021-05-11,0c7db67d-1575-401c-aaa3-473501c5576f,Walking,22.35,1837,0.75,578,317,61,179.02
2022-03-05,82d18e62-f961-44ea-80e6-15589573f4ba,Walking,17.17,2070,0.51,1102,173,74,173.47
2020-11-09,f37b8547-5481-41f2-a829-71524331670e,Running,7.41,2930,0.15,1426,459,126,513.24
2020-08-17,fc703a01-a757-489b-b10a-dd1b20c89ef5,Cycling,12.26,1944,0.38,1092,138,81,120.05
2021-09-11,073ac1b4-2701-4884-8bdf-013ca3bfd81a,Cycling,4.41,1465,0.18,866,215,118,77.32
2021-07-27,e6e708eb-778b-431c-8322-aa32bf6aa914,Cycling,27.42,642,2.74,714,3,80,0.54
2021-12-18,b0a809d8-f965-48e5-9380-c9c95786fcc1,Walking,14.2,1020,0.84,1236,168,95,73.9
2022-05-06,34b6e90f-611e-4c15-b655-40d3d9ef5747,Walking,27.4,2395,0.7,505,69,145,18.81
2020-11-07,ca8fe105-ccb6-4d5c-8785-7522137a3bac,Running,12.0,1160,0.63,1495,44,106,23.64
2021-07-17,be6ed0b5-d129-47c6-91f2-1d560a8e1ee5,Walking,11.82,3494,0.2,1063,187,93,252.64
2021-08-09,9cb805ae-3fb7-4f1a-84cd-ec22000f45ce,Walking,29.21,909,1.95,934,401,149,75.31
2020-10-26,53734487-0720-4b9e-b169-4284faeba68b,Running,11.64,2959,0.24,1219,142,67,250.6
2021-12-27,7b5e6f3d-1eb3-4694-8804-9369491b1a08,Walking,16.43,3394,0.29,1040,454,127,421.26
2021-04-19,e1906257-9168-464a-9393-f1874d79c909,Walking,19.95,114,19.95,653,79,145,0.71
2022-01-31,3dcb916b-6a49-4b91-a054-ef3a15e34815,Walking,13.07,1971,0.41,866,363,61,328.56
2020-10-11,259f81df-e035-4821-b687-4553325674be,Cycling,17.8,2827,0.38,1034,277,120,223.61
2022-07-08,1e26c59f-a352-4759-aac8-f41e0726f2f3,Walking,29.67,239,9.89,1229,154,60,18.93
2022-04-30,74bd5ac1-683c-450d-b495-760306df3b7f,Cycling,11.0,1886,0.35,1339,484,96,424.34
2022-04-02,11ef9180-087d-4c02-bbfd-e45a33a797bc,Cycling,16.41,1931,0.51,1284,498,144,285.76
2022-08-23,38337770-5f67-4eef-b81a-77eb1fcd8e99,Cycling,10.64,3445,0.19,1420,304,91,531.3
2021-08-28,a42cbf00-3d94-4ea4-ae05-893b036085eb,Walking,10.57,828,0.81,609,171,78,34.84
2021-04-14,7dfba47d-dd4f-460f-a3db-a541782086aa,Walking,11.56,1466,0.48,542,69,63,28.59
2021-07-11,8b3abb74-ad80-47d5-8305-039f92b63334,Running,4.46,2951,0.09,1213,11,129,10.25
2020-12-31,7f0aff3e-33cd-4489-a9f4-a94117c8f8e7,Walking,28.5,2912,0.59,1411,406,96,576.51
2021-07-21,2f2817f7-aada-4647-a3db-1e3831fc292e,Walking,3.35,773,0.28,950,372,147,57.53
2020-09-22,c66485a0-e6ca-4000-b5b9-616141b96847,Cycling,7.32,3165,0.14,534,194,112,96.72
2021-06-16,4f26cee6-594d-4ba9-a9af-3ca5cfc1ea50,Cycling,20.85,2947,0.43,1338,495,133,482.92
2022-05-31,db3042ea-5c5b-437c-8d36-84a903c593b5,Running,26.37,1113,1.47,1205,495,75,285.33
2021-03-22,fafbf830-56c2-488f-87b3-222b9ccb7ce9,Cycling,24.74,1917,0.8,636,487,96,199.55
2021-09-14,7ef1fa55-0d4a-40d3-8d65-e4840cfdc911,Walking,12.42,631,1.24,1074,110,145,16.32
2021-12-07,30ac2795-1150-404d-86e5-8b7b71e94097,Walking,9.11,292,2.28,855,349,101,23.61
2022-01-29,b7b6e074-3b80-4808-b773-e5cd3766ca4a,Walking,5.74,2259,0.16,1379,246,123,197.89
2022-07-13,f673aa57-9e76-4cd6-b2ff-df4582859236,Running,23.33,2129,0.67,907,75,66,71.78
2020-09-28,f0040e44-d35d-4965-98d6-0b57454667c6,Cycling,29.55,2766,0.64,699,391,123,205.19
2021-07-12,83c6c453-9299-4cd7-b533-0df6b3c5f7d8,Cycling,25.85,2538,0.62,1330,407,143,315.65
2022-04-04,679aed99-e5e8-400b-842a-5b3362e117f7,Running,7.25,2940,0.15,970,246,89,259.18
2020-09-08,e0162cfe-510e-463b-8931-fcc334facf49,Running,17.47,1089,0.97,661,245,89,65.54
2020-10-27,bdb3fa24-73f3-4a98-b6b2-8c9188be682e,Cycling,20.97,3571,0.36,1209,180,128,198.07
2022-04-27,4898bf51-e7b6-43e2-b2ac-7e0736ff6480,Walking,23.61,1338,1.07,1313,89,123,41.93
2021-04-08,5c0551b7-ab98-492d-8cbd-c5b48adbed0a,Cycling,4.79,867,0.34,1335,497,124,150.77
2021-05-08,89c04b26-ca8c-47e5-982e-4646649e5dc5,Cycling,10.56,1953,0.33,512,237,124,62.63
2021-11-06,f4a55eb8-6367-42c6-9c32-14c8daea1569,Running,29.53,3494,0.51,589,201,128,107.11
2020-08-21,a291fa49-78c5-4ea6-b2dd-66b1c8e5355f,Cycling,20.86,1320,0.95,626,411,103,109.7
2021-07-30,37234ee0-388b-4910-ae1e-b14a44b34765,Walking,25.53,758,2.13,500,236,122,23.19
2020-08-21,b8f2c68a-b689-417c-880b-d968039b5090,Cycling,4.67,1911,0.15,564,221,109,71.2
2021-07-11,21049140-a031-4672-91e4-761b67202a85,Walking,22.94,3460,0.4,1170,351,141,334.07
2021-12-17,cbc204de-fac5-404b-b831-375342059718,Walking,17.95,3329,0.33,1339,178,136,190.65
2022-01-23,105449bb-81df-482f-bdfc-67a86a84355f,Walking,16.15,1376,0.73,989,379,106,156.46
2021-03-21,25d0a0c3-70fb-4a18-a0b4-41a4cb516aa7,Walking,13.27,1531,0.53,942,178,91,92.27
2021-06-17,20e849c4-7f65-4cda-9ee5-a06cb642a930,Cycling,9.18,3368,0.16,1165,300,63,636.59
2021-09-18,2528b76d-6033-42d3-9d4c-90313138f5cc,Walking,11.7,2136,0.33,867,89,126,43.43
2022-05-24,b5bbce20-5b18-4c06-828a-3ca6e6ff72c7,Running,19.7,1878,0.64,736,193,138,63.37
2021-09-19,3db72761-cfe7-4158-aacb-dde5587d8f62,Walking,23.97,1048,1.41,1219,481,131,152.18
2021-01-16,64580122-7418-4d1b-81e6-b90aac026e4e,Running,17.49,2613,0.41,1282,39,76,56.13
2020-08-20,2d60f989-4332-4e95-a79f-fed35dbae86a,Cycling,28.53,2484,0.7,1242,101,145,70.52
2020-10-18,e19709ce-9a05-4b69-b184-d79670ca8d3d,Walking,12.59,2427,0.31,760,408,76,331.4
2021-08-18,35902908-7dee-4c50-90ee-fc6b5047eefd,Walking,8.15,128,4.08,686,33,122,0.74
2022-03-06,9e333d59-ae68-402a-b148-7a4f58092fd5,Walking,29.92,3593,0.51,1018,443,73,724.85
2022-03-12,705dbb99-4ec6-40d3-9bc2-cbe2e31fae06,Walking,17.07,3008,0.34,1002,367,95,388.68
2021-10-19,d13d5da0-cbf4-40c6-b922-a969deae53ff,Cycling,24.76,1202,1.24,1082,312,95,141.91
2021-03-05,c2a0078c-1b20-4e0a-9972-36f3e8668185,Running,21.77,2696,0.49,579,248,141,90.49
2021-03-04,77385230-a4f8-43b1-a771-6bd624ec7ebb,Walking,11.16,2377,0.29,1322,258,92,285.34
2020-08-21,68fab34c-d6f7-4453-8665-7b097e67c262,Walking,25.73,2320,0.68,1243,232,110,198.39
2022-02-18,939143da-e6bf-4d2a-b86b-95c2e0060e64,Walking,4.8,927,0.32,1033,274,80,106.14
2021-03-13,0a6616cb-48d6-4ca9-bc36-229cb1b55e8e,Cycling,8.23,396,1.37,885,158,111,15.14
2021-06-01,b2af023f-73b3-4739-a44f-21f35aac66c2,Running,23.12,1446,0.96,1195,61,119,29.51
2022-06-15,12d163a1-13cf-42e1-8ffb-4541102f3d3d,Running,28.13,3283,0.52,767,431,88,406.43
2021-10-24,3b864769-f95a-46e5-9878-981811f5922b,Walking,2.57,1703,0.09,982,195,145,75.42
2022-01-16,13c8a039-9289-4848-8276-ad8b8d091cda,Cycling,14.25,3388,0.25,1230,452,82,772.92
2022-07-10,8dc406f9-d09c-4c52-a249-d04260b71137,Cycling,8.82,1337,0.4,787,64,76,29.23
2021-03-07,660c5c95-0ff5-4de3-9f2d-8749ffd38c72,Walking,4.09,2645,0.09,1285,62,127,57.02
2022-02-07,c8708ed4-6dad-457d-9b01-1edae86ef604,Running,25.64,2548,0.61,503,28,73,16.22
2022-07-10,74276dcf-0070-41c2-96fa-317bd2e4064b,Cycling,17.24,1917,0.56,1433,227,63,317.91
2022-06-22,6b038a3c-35e7-4a88-a8eb-05716f72b21d,Walking,9.06,2056,0.27,1023,107,93,78.99
2021-04-20,491316b9-8721-4c58-bf9a-56afeb8364da,Running,5.16,3431,0.09,853,274,65,412.31
2022-08-31,5c62ad0d-3de4-4e8e-b337-1fc8b2969a86,Walking,12.62,459,1.8,1218,401,135,50.73
2020-08-21,2406aaf2-95d1-4f34-96c2-67249042cd12,Walking,26.36,2400,0.66,1327,138,106,138.0
2021-08-08,a3bf2540-a3ba-4f40-aa93-e154d2b602f1,Walking,25.79,1886,0.83,1341,400,91,366.31
2021-10-25,32e07aa6-feb2-47d9-a33a-5e6fbdc0d4ff,Cycling,4.56,721,0.38,945,425,137,70.36
2021-08-07,87f05b45-07c1-46ae-9cbb-2969c73e3b05,Cycling,14.93,193,4.98,1466,40,124,2.84
2020-11-03,8a62c94b-ece1-40c4-a242-3ccbd2021785,Walking,26.63,1270,1.27,671,332,126,74.15
2021-12-27,62eed016-bae3-43c4-9b88-b09dd82ce522,Walking,25.01,2286,0.66,857,336,79,276.24
2022-05-26,b30c848b-f05f-4d72-a608-a3c02cb9e9d6,Walking,4.33,3170,0.08,544,28,97,17.0
2021-03-10,7550fec5-58c4-4972-9737-580db16a1052,Cycling,8.52,1052,0.5,1088,132,115,42.56
2020-10-04,e51fdf1f-8a28-4847-a15c-8c890e993154,Walking,13.47,2627,0.31,1328,198,93,245.71
2022-04-04,56b2a7c7-40ba-4012-8863-a7e9708ef41b,Running,14.15,2598,0.33,875,162,140,86.83
2021-09-04,c862033b-f327-4184-a9c6-cdfb490b9e87,Cycling,25.55,780,1.97,834,84,145,12.53
2020-08-05,d081ad25-849c-4a78-a706-0b8f97ec9f41,Cycling,11.32,1999,0.34,1044,468,127,256.18
2021-04-09,4fbffdd4-eff4-4771-a756-d044d90468f9,Walking,15.71,1944,0.49,980,199,91,137.42
2021-08-04,165bc853-74e2-4bac-8af8-21e86b4e6ef6,Walking,3.72,1271,0.18,1116,124,107,53.46
2022-08-03,4cf2396b-964f-42bc-9860-2ea3498e6cef,Cycling,21.46,1162,1.13,1226,210,129,75.81
2020-08-16,1a5d13c1-3102-4364-9df4-9519f723338f,Walking,22.42,661,2.04,844,373,107,64.67
2020-09-02,2a40d55d-803e-44d7-bae4-7e6074cb23f7,Cycling,4.32,278,1.08,1098,425,100,37.33
2021-06-16,5f61b75d-80ad-4126-ae11-8a21e6407e12,Walking,28.77,582,3.2,777,408,119,47.9
2021-11-30,95b95998-1924-406d-bf99-fbea858f86f6,Walking,13.75,1498,0.57,1015,309,100,151.32
2020-10-18,20f4cb2f-513e-4300-80e7-757365b34a73,Cycling,18.22,2278,0.49,1221,298,132,204.99
2021-03-19,f4d073eb-92e6-46ed-836f-be1ba26ac0c5,Cycling,28.81,1864,0.93,522,242,90,86.96
2021-06-09,6f4b5ce1-b113-4d36-b720-8a4df3b3b8a7,Walking,16.27,1465,0.68,1437,265,136,133.99
2022-08-11,8c2cf7be-4675-4525-acb4-cf1829132022,Walking,5.8,1904,0.19,1235,147,102,108.66
2022-05-19,44bd130a-3560-4a5f-837e-b17e22d46646,Walking,14.99,1070,0.88,1323,32,78,18.49
2022-02-07,aa664ed9-8a67-4962-bcea-e3d61c2e6a0c,Walking,29.64,1394,1.29,829,75,111,25.74
2021-12-09,dbbcf3c5-cf23-4c72-a867-fa5777572ee9,Running,6.05,1218,0.3,734,251,147,50.55
2022-05-30,790a591a-6659-4eaa-b872-ec5f5d2df34f,Walking,10.11,3126,0.19,1248,80,139,76.44
2020-12-12,4fc3fa50-01b5-4fd8-b582-0723a45e2df3,Running,20.63,3169,0.4,1008,6,75,8.32
2022-03-23,7d51744e-a582-4c3a-bb90-0b15e6c81505,Walking,21.35,2378,0.55,649,82,91,45.4
2022-01-29,f1f3657e-0696-4dd8-ac05-61257a4e7a5a,Cycling,14.02,2264,0.38,1352,182,72,252.18
2020-08-31,b2ec6f69-75e9-4474-8f52-ad96e72b7ed8,Running,10.31,608,1.03,1242,192,134,35.63
2022-07-30,8165ce91-a210-408e-bf26-8dd60d32e55b,Cycling,5.92,2602,0.14,1355,371,64,664.29
2020-09-14,d4a3aa77-14dd-4db8-ab9f-f7e36a7eb1f1,Running,8.39,2571,0.2,1115,189,95,186.11
2021-10-11,a41d8fbe-cf59-4e05-9586-2c5a6a26a428,Cycling,23.01,364,3.84,589,70,110,4.49
2021-03-02,9a6f376d-7de9-4d11-a7f2-929f40d2407b,Walking,27.77,1411,1.21,666,124,109,34.78
2022-08-03,6b4f2b46-575b-46ad-84a6-c8040608748d,Running,5.5,2277,0.15,905,293,62,313.64
2021-05-24,c220dad1-0b4b-4826-882c-5c97ac389410,Cycling,4.46,1755,0.15,1408,69,143,40.4
2021-01-14,bff041d9-c354-49c9-885b-ba4a3996e6a6,Cycling,8.23,2072,0.24,936,313,119,168.85
2021-03-01,156f7661-5849-45c8-9c74-c41248a40625,Walking,9.94,2707,0.22,1350,460,119,471.56
2022-07-22,d0105a03-9597-4141-9d25-a2f3dfaca8e8,Walking,9.35,711,0.85,1006,393,137,63.49
2021-03-04,6196ff1c-eca4-4765-b83e-129883e69a78,Running,6.62,2049,0.19,810,156,106,83.07
2022-04-25,327d75c9-5e33-40a2-8c3e-4d1ee0844acc,Walking,19.11,1250,0.96,767,251,89,86.12
2022-08-12,a7304e05-c092-48cd-b583-fc31711b8a9e,Cycling,13.64,1409,0.59,963,343,114,133.97
2021-01-10,074e84ab-3047-4c08-9781-2edc4d0fb11b,Running,17.92,2471,0.44,1426,70,137,59.35
2022-08-06,00fdcf9c-daaf-4bff-9cb5-7211b12ad22f,Walking,17.35,2480,0.42,1355,432,122,396.41
2020-09-05,3ee5de9a-a67c-4c09-991d-2d24e0ab576b,Walking,14.67,122,7.34,1072,270,130,8.9
2021-06-21,086b18d6-2995-417a-9912-75b4bb275681,Cycling,25.0,1062,1.47,788,486,101,128.97
2021-08-22,cea0298e-03ce-4727-b297-0893f2e01634,Walking,22.8,3320,0.41,799,193,104,164.91
2021-06-28,583cdb9d-5c36-46f0-99f5-e950abe35026,Cycling,19.13,1383,0.83,1259,207,80,150.17
2021-06-28,458200cb-29b7-473e-ba30-db7761606c67,Running,12.45,1569,0.48,606,150,127,37.13
2021-06-01,cf573ebd-5839-425b-bc25-9f6f05036255,Cycling,3.95,579,0.44,589,191,89,22.7
2020-12-09,d36aae17-6dc4-48a6-b9e7-eb378341b3c9,Walking,4.47,2051,0.13,844,489,83,341.95
2021-06-23,4adb7601-da07-4c8a-971a-359bba453c2e,Running,17.03,2321,0.45,1460,184,91,223.44
2021-05-16,5a645a02-a325-4def-b694-d5f2a2f07ad6,Walking,21.74,1648,0.81,1352,458,79,420.75
2021-12-16,e12c1cf5-ffa5-4b7f-a81a-e6b16521581b,Running,28.79,1627,1.07,1123,105,72,88.13
2021-09-19,5d867c5c-55d4-40bc-9c28-e5d74b27e8b5,Running,23.15,3184,0.44,749,37,150,19.44
2021-12-02,a2833736-b44e-4633-a863-a918c6e660ce,Walking,10.25,341,2.05,847,306,101,25.66
2020-10-13,fcbbd615-d8b2-4b79-beef-607a28673830,Running,17.2,1009,1.08,970,106,83,39.46
2021-01-20,0c6e740e-014d-4bdd-92c7-3d2c191e50bd,Walking,22.3,1240,1.12,534,288,126,48.6
2020-12-21,1158a86c-db51-4965-8af8-cd7d15d1e284,Walking,2.15,2235,0.06,1219,28,105,23.3
2021-11-01,b6de2081-e3f1-4753-bf5a-1dbe46b034a3,Cycling,9.8,870,0.7,775,381,147,56.24
2022-08-23,bb5d2f61-2156-41a9-aba3-280d040b9b30,Cycling,2.63,2696,0.06,1293,231,103,254.22
2020-11-01,3d9ed842-2f7a-490d-85c3-a0b87a4fb327,Cycling,9.16,416,1.53,1199,378,66,82.22
2021-01-26,860b3689-22af-4312-96d1-efe558ec01c7,Running,17.8,3098,0.35,515,425,97,229.51
2022-08-27,3646581a-0e86-4bf8-b8ed-3a0f0bb98566,Walking,6.32,2346,0.16,504,275,116,94.39
2021-08-06,6f69b278-238a-426c-879f-69955bf400f0,Walking,12.64,1967,0.4,1401,265,111,211.39
2020-09-04,7a582171-c622-4a47-b6cc-e988d33c9792,Running,20.73,1955,0.65,789,271,127,107.39
2021-11-12,431faa95-82cc-4a8c-8c16-ee5f49290af7,Running,15.98,978,1.0,934,40,114,10.47
2021-10-04,c3ddc7a4-5ecc-4118-b8c5-0466c3e45290,Walking,10.05,2132,0.29,601,37,70,22.02
2021-11-25,8ae27cd0-45fd-46db-bd24-04bf51ef82bf,Walking,19.24,767,1.6,1254,117,98,36.01
2022-07-16,01fa2dce-bfd1-4ea6-b98f-0481847afb46,Walking,23.38,1557,0.94,1443,209,62,241.97
2022-01-16,54021b01-c48c-463c-a089-be149c2e398a,Walking,12.1,2870,0.26,1496,433,66,913.52
2020-11-22,7604d082-eaa7-4acf-863a-a91eaa5667d0,Running,12.52,2048,0.37,1130,265,81,250.19
2021-05-08,74199409-5673-4e3a-bca3-1b0d07ec5646,Walking,11.91,2494,0.29,638,448,114,205.94
2021-01-12,1cd54563-7f2c-4eab-91d7-cfc1ce571696,Walking,9.6,88,9.6,1012,405,105,7.81
2020-12-29,fe4037b7-fcee-4cb5-b525-55a5eedf9628,Running,22.05,2169,0.61,698,256,67,192.81
2020-12-25,52461362-e3a5-4209-b1ba-a429dd8dc523,Running,21.85,3353,0.4,665,91,121,54.64
2022-05-25,00649c5a-4d18-40b9-bf84-c89465ce559f,Running,20.37,573,2.26,1273,79,97,18.69
2020-12-24,8eb73001-e5d1-448c-ac34-840578bc1ffb,Walking,28.76,1369,1.31,1346,87,64,80.34
2021-10-09,07dbecb4-dea5-43cd-a1f7-6649b7cacf74,Running,24.83,391,4.14,627,13,87,1.12
2021-09-24,33570e1b-41c2-4443-98b3-1621e47fa6d2,Walking,27.78,1140,1.46,722,77,114,18.56
2021-03-20,d3bebe09-163a-4ef0-a47b-254976a44b0e,Walking,9.78,2810,0.21,625,124,126,57.29
2021-04-24,b05758dd-6f26-4130-965c-ac924cefed25,Walking,28.57,1789,0.99,1332,85,113,57.83
2022-04-06,24d0352e-b22b-4141-a79d-8f847424ff05,Walking,2.44,2104,0.07,1445,122,93,132.15
2021-12-27,a76c3e07-7e8e-46b4-bdd1-29de8384f6c8,Running,27.07,147,13.54,1006,360,66,21.94
2020-10-06,04fedb70-1be1-4b7d-a7e9-06252aba5144,Walking,26.94,1965,0.84,887,392,134,166.44
2022-02-06,72623b7e-1173-47ce-880f-2219f46df7c6,Cycling,3.86,238,1.29,1214,178,106,12.2
2020-09-09,4ba3aebf-b676-4c7b-bb21-0edacd8c6a5d,Walking,9.68,494,1.21,757,57,71,9.72
2021-01-19,2da89be4-5b24-4a7b-ad19-25fb752aabf0,Walking,22.95,967,1.43,732,25,99,5.93
2020-11-23,e052aa55-267e-4e9c-90cc-80e314af7d65,Walking,5.99,813,0.46,1346,439,119,129.32
2021-09-19,05c73cef-e7fc-41af-8ffb-225cbc42d045,Walking,28.71,535,3.59,1200,357,81,84.59
2022-04-28,aaa36ac6-f671-42fa-a609-13bf1b6d9e4c,Walking,6.61,1550,0.26,975,54,110,24.34
2020-11-16,69757ee4-7bdb-4618-b15b-cc30b85a695b,Walking,12.17,2033,0.37,873,174,121,82.58
2020-11-19,6a056ceb-794a-4504-99df-78f494124286,Cycling,10.15,2042,0.3,1253,382,107,302.7
2021-01-19,f2cd6b73-78c4-4ea0-8701-0ddf1edc227d,Cycling,13.68,614,1.37,1065,55,129,9.07
2021-01-12,d9acad96-de26-4eee-b4f4-ae681ea45013,Walking,19.46,688,1.77,588,199,66,38.98
2020-08-06,6d07cd23-db54-472c-b2cd-4ff10a28ee96,Cycling,24.83,833,1.91,1151,395,113,104.61
2022-08-02,6e263922-bf2e-4d60-93d8-ac5af1d70c5d,Cycling,2.66,2814,0.06,562,105,94,55.66
2021-03-27,20b305c8-71f8-42e5-96e0-98f7600d3c5e,Running,11.98,445,1.71,1184,146,113,21.43
2021-12-06,eac7a31d-b16e-4b48-ae48-2b833dac8d1e,Walking,20.93,3147,0.4,542,392,110,202.13
2021-08-04,22016048-c240-4b05-bc16-2bad5deb3fcc,Cycling,3.39,1685,0.12,893,292,150,98.22
2022-07-27,e325be0a-4981-4b52-8c67-f2fb96f5e4eb,Walking,4.09,3287,0.08,1167,218,101,257.55
2022-05-09,9aeddd42-9b03-4333-b332-d8c99edfac0d,Walking,22.75,335,4.55,849,164,60,23.21
2021-10-24,c4c7c445-bfdd-41de-8a33-af1f9fdc1224,Walking,27.88,479,3.98,1471,67,140,9.86
2020-12-15,7176a542-3ec5-46db-9f4f-c9c8b4a63623,Running,25.21,3530,0.43,920,485,89,587.86
2021-12-19,f07931e2-baf9-4e18-84da-8f5063d2a973,Walking,7.02,1529,0.28,1480,224,134,124.05
2021-11-09,611a4bc9-f0c7-4840-94fa-559f641432df,Walking,21.4,2707,0.48,760,152,91,113.19
2020-08-15,ed37873f-f4d2-4dbb-b6d4-b4eb0c1ff958,Walking,13.32,1236,0.67,777,435,111,121.07
2021-05-04,2ee1ff52-b44a-415b-bf89-3d75a59d0720,Cycling,14.53,2829,0.31,554,3,93,1.68
2022-07-27,9a6bffac-b775-41a1-b2ff-277209bb50ab,Running,4.67,3118,0.09,1301,153,136,151.89
2022-02-16,a62f3e79-c1ab-408f-837b-b2e3ad2f02d8,Walking,29.72,3204,0.56,1060,315,145,244.42
2021-05-26,5a0b3a82-db85-43e3-89ef-9e55c561d609,Walking,9.33,1039,0.55,608,220,147,30.87
2020-11-15,367da4f1-6fe7-4536-b89d-55e0bc22832e,Walking,6.56,250,1.64,1286,240,132,18.71
2021-10-15,22f95472-a469-4670-b26f-40de46867cef,Walking,23.07,995,1.44,685,65,83,17.19
2022-01-15,d3da52c4-cec4-4b9e-abd1-5a1e27c09387,Walking,7.59,2420,0.19,893,267,98,194.38
2021-10-09,3f8d3e6a-ed1b-4b68-89a6-f93b12eb6aa4,Running,6.12,842,0.44,516,393,89,63.38
2021-09-20,0c441b76-527b-4cd4-a19f-14e62df34be7,Cycling,24.79,744,2.07,984,390,108,85.11
2020-08-04,05303c35-c3c2-4b7f-95ce-7f014c743154,Walking,4.43,2333,0.12,1274,49,143,32.23
2020-08-18,8b61922e-d0ff-4f8e-8cf3-efcc1d59b465,Running,9.16,2956,0.19,1458,326,73,627.8
2020-12-12,dfe726c0-ad3f-4906-a2d3-fae54ff5c4b5,Running,23.28,450,3.33,1350,34,110,5.83
2022-06-13,e6c4f44d-6d0d-4e33-881c-fd97e08213ec,Walking,9.18,903,0.61,1055,385,61,200.41
2021-10-01,e7bce230-41dd-4dae-911c-e329f43a80d4,Walking,28.17,195,9.39,868,430,108,20.74
2021-02-01,1a60cde4-0740-4b82-80cf-61a0c9a6237b,Cycling,25.18,2182,0.7,519,321,73,164.19
2021-02-04,0b071580-698e-4e52-ab21-423188d3dbb8,Walking,4.24,304,0.85,1225,255,140,22.26
2021-03-30,4b9b4f11-19f2-429a-a3ac-364eb3a2d4fe,Running,11.73,1168,0.62,1465,397,130,169.29
2020-10-22,2413fa62-7ba7-4947-8808-857867f31dd5,Running,11.06,2026,0.34,1032,139,118,79.09
2022-07-06,4ca4f916-b393-4b97-91a0-8e750622321f,Running,15.93,2938,0.33,1403,380,71,724.96
2020-08-09,9cfa7928-c4c6-439b-9e0e-bdac6a84b923,Cycling,27.61,2033,0.84,1070,364,69,371.07
2021-03-17,849edee1-2648-4b3f-a8d9-bfb01e3dc345,Walking,25.47,565,2.83,613,201,144,15.4
2022-01-17,f4f950b3-da60-4e13-b4a5-3c5d84022991,Walking,29.63,2751,0.66,1237,343,136,280.12
2020-11-07,1437dd4a-1df6-4491-9021-200452d9b2c9,Cycling,22.64,1010,1.42,656,26,99,5.49
2022-09-02,2af85080-3cec-42fa-b85b-9b48c17f29cb,Walking,20.79,3345,0.38,1445,2,94,3.36
2022-07-09,f896cae3-4253-4a23-b7d6-af2e590fccf8,Walking,25.86,1786,0.89,592,320,89,123.69
2022-07-24,2534167f-cd42-4ad6-aad5-1da0ebe00cc0,Walking,23.33,3229,0.44,589,280,76,230.12
2021-08-11,a91c8a9b-3053-48b7-bf20-eb543cce1988,Cycling,13.1,1076,0.77,1406,253,69,175.42
2021-04-20,f336ed54-f0f0-4f84-aa99-4957d56bcfd5,Walking,22.34,3396,0.4,1307,241,105,335.09
2020-09-15,9cad569c-c02b-4955-a443-537cfc971b5b,Cycling,21.33,1339,0.97,1166,455,145,160.91
2021-01-12,d88f24ae-3701-449e-a96a-06955708c27b,Running,18.6,892,1.33,1076,129,91,42.66
2020-09-10,74fcbaef-ab0d-4b19-bc68-17d98ac9e5f2,Cycling,21.26,982,1.33,1254,168,113,59.6
2021-11-17,c4ed5783-8fef-4a65-9a2b-2d6bae9a961e,Walking,18.36,3292,0.34,922,243,84,288.06
2021-07-23,12af3e18-74a1-4dae-b8ed-8682075b47a5,Running,3.83,310,0.77,1439,69,68,14.53
2021-06-27,bddf7e71-7ee9-424d-a1f7-6729c161482f,Walking,10.46,1608,0.4,1066,230,79,162.32
2022-06-29,0eebfc93-5d19-4d4c-8474-1ad30d13d780,Walking,22.05,322,4.41,1229,181,78,28.52
2021-11-15,635463b0-49ee-4461-90c1-b593e906d728,Walking,6.58,1112,0.37,849,133,99,40.57
2020-09-21,0921693e-ca8f-434e-af6b-4f05681f0d03,Cycling,23.92,2027,0.72,1036,488,62,541.81
2020-10-14,7b2a1104-656e-4617-a7d8-fcd6146293a6,Walking,2.28,780,0.18,1147,428,81,153.54
2021-04-25,641e7102-f17a-4bcb-a6f0-810537aebc4b,Cycling,2.05,2048,0.06,806,122,77,87.26
