Date,Activity ID,Type,Distance (km),Duration,Average Speed (km/h),Calories Burned,Climb (m),Average Heart rate (tpm),Quality
2020-12-26,39e0be57-ac51-40d1-b7b3-93ac3b6c22a9,Other,27.31,3514,0.47,1101,387,109,1034.72
2020-08-24,39b638b2-208b-4fd9-80e2-b92652d6f863,Running,16.42,3454,0.29,669,234,77,470.27
2021-09-24,2d65f1ad-5a2b-44d5-b403-3a11aa62889a,Cycling,3.7,829,0.28,1311,418,97,315.24
2020-11-03,c9a1535a-9051-4065-adbe-a5027541f74c,Cycling,28.71,671,2.61,860,25,113,10.29
2021-02-22,7947bb99-8d08-4c93-b04a-e20232a0bca5,Walking,16.89,459,2.41,1387,281,126,106.64
2020-10-29,fa2b0856-a579-41d0-ba2d-80af3b8ff5d6,Cycling,18.57,1562,0.71,1478,396,85,831.58
2022-05-27,68746ee6-51ff-496c-990e-1a17ece86de0,Running,22.17,1999,0.67,698,287,132,237.65
2022-04-20,cec436fd-c101-4077-9302-18da2f195b87,Cycling,4.35,3534,0.08,637,153,144,128.32
2021-09-17,ac414524-58f8-4de9-a19c-7d14ae55b31b,Walking,16.02,3336,0.29,999,40,76,118.37
2021-12-10,bea3b093-8287-4204-b027-baf9e62e3382,Running,29.72,620,2.97,899,307,93,145.84
2022-06-23,a55d40da-5843-4598-b37e-787cbb5f05bc,Walking,2.64,1000,0.17,648,27,96,10.83
2021-08-28,5bb19747-8ad1-4642-9ba7-82144530da1a,Cycling,13.4,2578,0.32,1213,462,96,1051.15
2022-01-30,bfabc258-b280-4104-8fe4-7597ea2bf377,Walking,16.37,1381,0.71,622,74,116,43.12
2022-08-08,259f3a60-fb45-4608-8a82-7dc4f8b81730,Running,8.63,271,2.16,1413,227,123,51.13
2022-03-06,2709705a-6565-4394-984d-c55585494682,Walking,16.27,104,16.27,911,128,124,4.69
2022-05-08,8a9761d7-3a74-4f2a-96da-0b3bdf72bd4f,Running,22.92,659,2.29,779,400,73,207.41
2021-12-31,b614bf8e-c1f3-4bc2-9cec-07f1672e69a7,Other,5.63,1451,0.23,1470,79,112,106.28
2022-05-16,a49286a1-82ee-4623-bbde-85627cc6fa6d,Running,14.03,197,4.68,1050,420,68,95.71
2020-12-09,0e53beb1-ec5e-4d82-aa46-11acca346e64,Cycling,7.67,2335,0.2,561,453,107,369.17
2021-12-21,58d53240-4675-4e96-96f2-8669a6f36938,Other,6.85,488,0.86,1340,382,63,296.25
2021-10-06,9637ac50-724d-4cc5-b051-620e5a147702,Cycling,6.73,2204,0.19,1054,51,148,54.61
2022-01-11,5272a4ae-f3f5-4e46-bca6-d1f56781c73a,Other,18.84,3046,0.38,1376,397,108,1117.7
2021-06-14,318c9f4d-da9e-40f7-ae94-fe5b3eebf206,Cycling,15.73,2733,0.35,800,467,150,511.02
2022-07-20,06bc30d9-8338-4f94-9e5f-ae61ff947762,Walking,23.9,1300,1.14,1436,417,133,456.89
2021-06-03,334b19e8-fe86-4b43-aa95-214ee97cf4f4,Walking,5.86,1041,0.34,583,375,149,115.09
2022-05-14,d47fc3d8-f600-4bc8-a763-cef570119e0d,Cycling,14.78,3068,0.29,606,261,148,243.92
2021-08-03,1eb4e477-3a4d-4455-84c2-863dff8bfe63,Other,22.48,2579,0.54,1341,171,97,449.19
2020-12-14,73a3dae3-da33-4627-8c87-2f64905b1266,Walking,3.8,1525,0.15,840,149,72,150.51
2021-07-22,0d474f0f-1321-4a77-b4ac-c08014cb10d2,Running,28.4,3031,0.57,976,39,137,65.05
2020-12-26,3a806f2f-dd19-4ba7-8c72-37d9dc1a31eb,Other,15.28,509,1.91,629,383,113,83.35
2021-01-20,0094e348-6a85-4032-be3a-65c13cfa1316,Walking,26.39,732,2.2,1049,86,115,46.14
2021-01-22,311809cf-2902-4dd7-9262-ffa424463823,Cycling,22.74,595,2.53,1158,203,70,146.78
2021-04-21,03c92c30-b36f-4975-a73f-fdefffe03195,Running,4.09,922,0.27,650,379,150,110.72
2021-12-03,e93f6c4e-8fe3-41bb-8f8c-f9b591de5878,Cycling,9.59,2344,0.25,1014,118,117,167.51
2021-03-14,8cc6dfb9-016a-4cd7-b541-34c6644ca72a,Walking,15.4,2772,0.33,605,455,145,401.06
2021-08-20,ff298a2b-e1f5-4cfe-bc9e-28cf031d5dec,Cycling,25.84,2458,0.65,764,448,97,649.84
2021-12-21,941eb021-00b3-4c47-9245-d75951fee3d2,Running,21.68,1987,0.66,697,39,87,47.21
2022-03-21,b7ab016f-4bea-4cc8-8554-94e2b927c290,Other,7.22,2438,0.18,1091,28,123,40.63
2022-05-01,fe6ad8ad-cf9f-4d93-bbf8-214d4b3b97de,Walking,22.36,1071,1.32,668,44,125,19.33
2020-12-26,e204b3b1-c02c-49fd-acdc-e71c56ae4e87,Cycling,25.25,2782,0.55,891,321,146,423.32
2022-04-13,35043cb2-294e-48d0-979f-ed6a1923d68f,Other,29.19,983,1.82,1186,11,116,8.81
2022-03-11,8c1a5bda-5be1-46a3-aa3a-46a64c9fce38,Running,20.06,1249,1.0,1459,347,137,357.6
2022-05-18,35d3bf9d-8a78-423e-b393-6bd1fc25e61d,Running,6.96,1652,0.26,1130,233,120,253.11
2022-06-02,8d0b9822-5223-4b11-bf8e-b8fe819e9633,Running,6.34,1706,0.23,1310,383,101,563.4
2021-10-27,f94bb242-8193-48ed-b32c-b6b957013b1d,Walking,21.04,1536,0.84,784,468,116,376.8
2021-12-24,9a0dcda8-8c15-4e11-aa4a-a48e2db5d610,Walking,3.4,2233,0.09,1184,389,134,458.96
2022-02-23,a95accf6-b1ff-4e53-9600-f23b1d19f3a5,Walking,10.66,127,5.33,1256,211,135,19.5
2021-10-01,55ea9120-5103-4451-b8c5-9553dbfe33f0,Other,26.96,714,2.45,1004,293,74,212.85
2020-10-13,ec0ae3d8-26bf-47cd-b54d-72ae1ad79c63,Running,3.29,1897,0.11,731,263,75,238.68
2021-05-25,86bd7d17-cabf-4c38-b76d-c7d631968076,Other,4.95,2786,0.11,866,168,88,245.29
2022-02-05,83b56d5d-765b-4dfc-a891-b62d2e421c8e,Running,6.32,2639,0.15,1357,237,119,444.76
2022-05-27,f5df0fb7-205c-4173-a78a-d043c3875a56,Running,29.24,738,2.44,1393,395,141,230.47
2021-11-06,ac2b18ed-bde5-41ba-93b5-f63febe2074f,Walking,24.51,2641,0.56,940,265,84,586.61
2021-02-08,2170c9ab-a9fd-4f20-88f7-1d32cd1dacc4,Other,29.44,2170,0.82,1431,283,132,526.42
2021-06-30,eca01d83-a2c9-424d-83a2-674ab118f0bb,Walking,24.41,1411,1.06,694,425,99,327.44
2022-02-08,d13714a0-6e93-4a4a-bead-f94f6f4b3fe3,Cycling,12.76,719,1.16,1356,181,118,110.37
2022-04-10,1717f3b2-1407-4ee9-8c42-74a24c69f055,Walking,24.59,2360,0.63,1037,74,144,98.57
2021-01-25,824d1ce9-09aa-4b73-84c0-3ea65fe4b2d0,Other,19.84,1223,0.99,621,292,97,178.05
2022-01-17,89ed68cb-b0fb-4a18-b67d-c178fb61e512,Other,29.98,1874,0.97,1069,6,119,7.98
2021-05-16,190bf3f9-38d0-4d77-95fa-850b05b9dd2c,Other,12.82,1196,0.67,544,302,105,139.76
2022-03-24,5e74bd6e-47b5-4b2b-9f0d-25cbb7ee12bc,Other,25.88,3263,0.48,975,285,121,570.02
2020-08-30,8880d493-f4d3-4310-991d-9ed3eb0cf445,Running,22.02,3280,0.41,704,415,90,767.7
2021-03-29,0916608a-38ae-44d0-8a0f-c2b64d9be4af,Walking,25.9,3138,0.5,919,190,138,305.57
2021-03-21,8d6432bd-8bbe-4e3d-b5db-15fc85436cd5,Cycling,18.02,1098,1.0,1273,418,127,363.21
2021-01-26,8c24e0e9-ca83-405f-9ef6-5a67d5ffd02f,Other,16.28,663,1.48,1151,175,110,97.71
2021-08-14,2df31e8d-59d4-4dda-81b8-181544ef8553,Walking,24.92,3273,0.46,1075,269,63,1060.37
2021-03-22,8e5e6940-eb3f-4cfc-b06b-ae95afee4318,Running,26.12,1430,1.14,963,480,81,620.18
2020-11-20,19a6a544-27cd-4a22-bcb7-f285b3c383dd,Cycling,5.51,2123,0.16,1253,319,113,477.12
2022-02-20,bce96f69-cb91-495c-b2bf-692b8c4c41ee,Walking,10.49,561,1.17,1352,255,76,192.53
2021-03-08,f0ce223d-dbab-48e2-b182-8f01c05ff16c,Cycling,12.5,3324,0.23,558,282,73,451.34
2022-06-02,c6ad4850-3ddf-420f-909d-89c28365213a,Cycling,29.16,846,2.08,1040,218,132,118.24
2020-08-20,b9ed30b8-db49-4bb4-8d06-5e332142079d,Running,12.6,1855,0.42,1293,60,62,157.46
2021-07-26,449ddd76-f254-4076-9a7a-1081f3a6a579,Other,17.73,999,1.11,1379,155,100,163.35
2021-05-29,c38212a7-6c99-4167-819d-2a17edb09f63,Other,15.02,2685,0.34,858,320,131,416.22
2021-01-24,132536bd-9c5b-47f9-a84d-592bdf9325c0,Running,2.99,185,1.0,1301,350,81,79.16
2020-11-08,73579679-466f-41e6-b5e5-827b796e49a8,Running,17.55,2163,0.49,1092,91,62,246.46
2021-09-06,44841c24-3616-4d08-80be-29c11d37a7d4,Walking,16.48,1168,0.87,771,351,92,262.22
2021-03-04,793e5d55-8d9d-4aae-a6b5-3623879e6dff,Other,7.99,2464,0.19,1461,267,89,711.27
2020-10-25,8f414248-d53c-4875-bfb6-6fe3c9adeb1d,Cycling,11.45,1511,0.46,1332,387,99,583.92
2022-03-30,c65b2b31-46c4-4baf-baeb-6bfe06dfd85e,Other,12.33,2203,0.34,824,287,125,306.94
2020-08-18,3845e72e-4c42-494a-8001-01a62f49610c,Running,12.4,397,2.07,1070,120,126,29.95
2022-05-25,d9731ab9-501e-49d8-a17f-d054b714fdfd,Other,6.81,2213,0.19,827,447,137,405.65
2021-08-31,183604d6-9026-4962-a948-613ca15b1db3,Cycling,20.43,1415,0.89,1291,412,149,394.83
2022-04-02,a62fce6a-5942-4efb-b303-46b37c2da9b6,Running,17.76,1243,0.89,1416,422,129,442.89
2022-01-19,d549fe5a-979c-4ca0-b2cc-9d4a79f27fed,Cycling,28.96,1000,1.81,1474,218,92,271.27
2022-05-21,0a350539-2d00-4936-9f82-310bfe6b112e,Walking,26.75,2667,0.61,762,246,111,344.82
2021-01-12,07e254f2-69d2-4a9a-8253-984e17d8a099,Cycling,6.59,1699,0.24,620,348,118,213.36
2021-08-03,ad57a3d1-f1e2-4ab4-a948-031de214e769,Other,17.88,1785,0.62,741,481,138,351.86
2022-06-03,0896cae2-6a40-47c4-b152-bbe21403a549,Cycling,12.2,3352,0.22,1487,460,64,2186.86
2021-09-23,4bdcc02e-f06b-414e-b9c3-cbe677dec8c5,Running,14.73,1239,0.74,683,262,122,138.32
2021-12-17,001ca7a7-9901-4d26-98c0-dd5bd25e42cc,Running,21.85,465,3.12,995,86,92,32.01
2021-10-30,9033fd6a-9437-4441-bb0a-875b6f4e4b1f,Cycling,27.22,945,1.81,828,320,140,139.56
2020-11-23,0043660c-009d-4b4d-8107-644eb7556b0e,Other,12.3,406,2.05,979,443,129,98.99
2022-04-24,03892e89-e5da-452b-a0a6-f7bb58ebc7db,Cycling,5.61,2273,0.15,709,147,92,155.5
2020-11-01,d2ce5052-44b6-4332-bc74-6aa3928323df,Other,28.6,2997,0.58,1372,274,119,726.26
2021-03-24,d70206dc-e5ca-4b17-a245-56a48d0469fe,Running,21.64,1904,0.7,1106,200,111,289.41
2021-10-17,51bf9209-2f2c-4161-a448-d23137ee725e,Running,17.12,1889,0.55,507,331,73,318.16
2021-10-08,4c32c78b-f6de-496b-a4df-c8b0fbccba9c,Other,3.59,643,0.36,1225,377,110,185.87
2021-10-06,31a19ec5-4ad7-4351-a677-913683bd1ace,Running,15.59,2599,0.36,1020,13,80,30.58
2020-11-06,69b04544-acc6-4bf1-8b08-2d50d830798e,Walking,17.45,3522,0.3,809,136,139,205.56
2021-03-23,17ce6615-2230-4606-9e4d-3f252d940283,Other,10.07,1317,0.48,770,308,110,206.59
2021-07-28,bc39c323-a378-43b1-b55c-86e20e0ab418,Walking,9.68,682,0.88,1032,90,92,52.3
2022-02-19,c1a888e8-9a78-40f4-91c6-30b2f7b2afb7,Running,20.71,1355,0.94,1331,80,70,155.73
2021-04-11,12600dc5-29f3-4200-bf5c-f4c70699d5f1,Walking,28.02,2169,0.78,1334,2,73,6.03
2021-12-05,0e6af4c5-bad4-4da4-b0c7-c18f4eeffdd1,Cycling,14.06,1073,0.83,832,452,91,328.29
2022-09-01,cb3a1de4-b796-488a-a9e9-52d74a001184,Other,25.08,2624,0.58,1034,229,87,535.39
2022-04-05,1505a5ec-404d-4cb7-b34c-effa256ab8f5,Other,21.71,1396,0.94,1327,346,125,406.86
2020-10-05,c21b50bf-412a-4713-8ff2-72dc9fd772af,Cycling,12.51,523,1.56,1052,70,67,42.06
2021-02-06,8a9d011e-0930-47a2-9862-739dbe1e180d,Other,7.61,1079,0.45,1287,240,88,263.52
2022-04-23,95e3871d-8f9d-4976-90d0-1cd0b8c7784a,Other,20.2,529,2.53,893,293,96,106.61
2021-02-16,affda590-1b01-4035-9ed4-506158bba79d,Walking,7.3,2262,0.2,982,169,145,178.16
2022-04-28,83c0f188-7c7a-488e-a205-967bc6a4aaa3,Running,17.42,2013,0.53,649,430,102,411.56
2022-08-21,3ee2cc0a-1d52-486e-a86c-e2855b4added,Running,9.16,3004,0.18,852,190,106,307.89
2021-05-22,18676baf-51b8-4a9b-b0a8-b542d2d24376,Cycling,18.31,2307,0.48,934,185,101,295.79
2021-04-23,f1f4f97d-741b-461a-a74c-ed82af1e99cd,Walking,17.09,3136,0.33,1296,294,92,920.77
2020-08-14,aeb2b537-d19a-4e2b-85b4-654c1c27070b,Other,25.09,3245,0.46,513,71,122,74.76
2022-04-07,62e9f627-235a-49ac-acf0-6c7397a405e5,Walking,2.69,3231,0.05,734,39,71,45.03
2020-08-04,6159c001-1cb0-4f6d-aaa4-8fb0c21296ff,Cycling,12.33,1114,0.69,555,302,135,105.28
2021-07-06,46e08d0b-b35e-43d4-8c3a-7100235b7cca,Walking,3.88,138,1.94,1099,456,131,37.52
2022-07-23,44a02a07-4236-4884-8000-c621edc044b5,Cycling,7.73,1823,0.26,1427,78,97,142.36
2022-05-03,b5c550f3-4dd8-455b-9c7a-5de3d66bed8c,Running,3.96,2006,0.12,1103,151,104,188.66
2020-11-13,385cc0e4-cc6f-4f2f-95c6-584004abd60e,Running,26.64,768,2.22,832,211,67,152.1
2021-08-15,0f5718dd-36c7-4edb-bc1e-f960882275b8,Walking,26.45,1516,1.06,1224,163,141,170.82
2022-01-15,0d33e8c7-1568-405e-9e2c-aaf2faf195ce,Other,22.8,3335,0.41,881,63,126,111.67
2021-05-16,5fbbb9f5-f82c-4ec4-b673-6b9ea87de894,Cycling,29.24,3365,0.52,1194,404,99,1248.64
2021-11-16,db666f9d-830f-47d0-b470-616d32f6961e,Other,6.33,106,6.33,1466,62,86,5.24
2020-08-21,88972ee2-564b-4ba4-8359-bf7ea7098c8c,Other,25.53,1634,0.95,1160,54,145,56.01
2022-06-04,e90bed6b-3e72-47d9-8be4-b67b1a6fa715,Walking,27.07,2996,0.55,504,284,89,359.1
2021-01-07,7d0b45bb-1e91-4281-89cc-7f16eb0528e8,Other,23.77,3337,0.43,769,94,98,182.25
2021-08-14,d439b839-4447-4848-8d5b-bc003f460fcf,Walking,27.12,1615,1.04,1032,233,116,259.52
2022-07-09,bc73b8d4-be0a-44cf-9b8e-91804151b0b5,Cycling,5.98,2683,0.14,1406,151,88,366.51
2020-11-26,a9b5c07b-f195-4872-93b3-a7463292c77c,Other,13.71,2811,0.3,647,290,132,288.39
2020-10-10,ca85e10e-1eb9-4e64-aa3b-15989741fc76,Other,17.02,768,1.42,849,214,115,91.87
2022-07-27,2a9e721c-2c9d-4586-bacb-62857bf58278,Walking,21.66,565,2.41,920,436,109,162.28
2022-07-24,2dae2691-05da-42a7-be49-710a0e6cc07d,Other,21.3,2560,0.51,805,497,103,740.64
2022-06-16,550c6c1a-b454-494f-9290-af00f55e9bec,Cycling,23.71,1423,1.03,1115,330,74,537.07
2021-08-08,967d95f0-005b-4d56-b9f0-8be6c9be3820,Running,17.72,1150,0.93,685,413,118,218.45
2021-01-15,54254b9b-99dd-4d06-8273-2c185ab4f516,Running,24.09,2492,0.59,1006,93,68,249.76
2022-04-03,f6cdfbf2-2e61-4a0c-bf21-a2cd02424719,Cycling,19.61,3365,0.35,1363,423,98,1438.44
2020-10-18,0e04b89d-2c00-42b5-9af7-b5e22c286d9c,Cycling,20.34,1472,0.85,854,389,76,485.42
2022-03-08,804d6a63-c81d-463a-9c3d-92582f665efa,Cycling,4.13,2875,0.09,1472,284,92,650.05
2020-08-08,724e3e2a-6080-48a1-9d7f-281fd27cd305,Other,24.25,792,1.87,755,320,100,152.57
2021-01-07,5d019031-42cc-4222-a845-ca57e795ce02,Running,25.4,1091,1.41,846,373,124,222.84
2021-11-02,3130d601-b1ce-44e5-8414-1c9f7ecfdf15,Other,18.24,2586,0.42,699,261,64,521.91
2020-12-29,70a175fd-72cc-4bfd-b521-9797bb753dbf,Other,15.11,1708,0.54,734,240,143,161.87
2021-12-04,4321ccb8-0ffd-4298-8d17-d86c8ce5783c,Running,15.01,402,2.5,1204,38,127,10.65
2021-07-17,7d1d75b4-790d-45da-877e-bb7de9f6cbea,Other,18.08,1363,0.82,1461,9,118,11.68
2021-08-28,e4761389-dc77-4cf2-b845-8255353d5090,Cycling,3.84,3317,0.07,1017,366,75,697.24
2020-08-30,e6bb78d3-6bb7-43d2-823c-bfc7d3a59f11,Other,7.46,2975,0.15,663,179,102,218.06
2021-06-04,8f248029-8257-4a62-9c43-e0a0a695ff1d,Walking,6.74,1398,0.29,519,312,119,138.12
2022-06-05,3a2b0109-73c6-4c9a-b0f4-ac10f23e7be2,Cycling,13.84,2320,0.36,901,61,123,77.18
2022-04-20,faf41ee0-6341-498c-8715-11d8409d69a0,Running,15.06,1350,0.68,948,496,71,664.54
2021-03-27,0eb5ddb3-cd30-4220-b640-a8a4d1561e58,Running,15.64,111,15.64,615,351,79,13.61
2020-10-31,4586f335-8748-4b8f-9e8b-e3a7ee588f95,Cycling,20.08,133,10.04,1270,20,106,2.39
2022-01-14,cd1942f5-9a16-47ef-b65d-b675b0217df1,Walking,13.94,3369,0.25,916,384,73,1054.48
2022-03-24,8284c8cc-5c0f-4206-bcf1-983645fd2666,Running,18.02,1849,0.6,1368,20,146,26.62
2021-09-23,33394ff2-26de-4024-bbaa-a6eb122bb959,Cycling,25.04,258,6.26,539,409,84,51.99
2022-08-22,d3888685-ead2-4e37-8602-fcad7d8d2586,Cycling,3.22,157,1.61,704,219,139,10.85
2021-05-28,454e50fc-5319-4dbb-a3d0-ab404a68ea3f,Other,9.22,1369,0.42,1156,407,81,555.86
2022-05-21,bc03b121-bc46-4004-ac29-5fb7f4b09d71,Other,22.52,1238,1.13,1439,357,80,606.34
2021-12-03,fa59d51a-ce66-40ff-8300-009ee5d21c3e,Walking,18.95,2782,0.41,691,303,139,320.02
2021-04-01,2f6d82bc-1587-4a81-b76c-5a4107bc45f1,Walking,24.0,271,6.0,894,486,142,60.84
2022-01-25,065f355e-39c8-43dd-bdf1-e9e51687d168,Walking,7.58,2849,0.16,1120,389,107,746.49
2020-08-03,8c4fc994-cc4e-4f54-8113-8caac78a92cd,Walking,16.27,1980,0.49,1369,40,88,92.58
2020-09-20,4881d02f-68ac-4d91-8bfd-855952cfd33f,Cycling,10.77,1881,0.35,917,151,143,135.45
2021-10-31,3e0ffd00-c689-4e39-a0f3-a65e32ed6e61,Cycling,20.47,2576,0.49,534,328,79,410.13
2020-12-22,ac090a51-23c1-4505-864f-c639722486f4,Walking,5.69,3377,0.1,832,326,69,648.45
2022-03-19,4f9a91d1-5e90-44f0-a875-c95c225a8d4b,Cycling,15.96,1962,0.5,788,352,83,476.01
2021-02-19,0b48400b-c18e-40bb-afc0-77a233e4b002,Other,28.24,806,2.17,1065,411,102,273.06
2020-11-02,277c5510-0752-4886-9b03-3a6611ad0c41,Running,17.86,78,17.86,647,28,133,0.68
2022-07-01,1237bca5-d29f-4bba-99c0-bcc09952276d,Cycling,28.44,3453,0.5,1155,114,73,451.17
2021-07-19,1b2e497c-b6a8-4abb-af99-4863358242ca,Running,21.25,3335,0.39,1085,360,71,1269.54
2021-10-26,ac054a17-8632-4fae-a4cf-e713c94b9b9a,Running,10.26,2453,0.26,691,229,61,389.15
2022-01-10,75912c23-a770-4997-aadf-5e5eebcf2688,Other,28.12,1239,1.41,779,389,104,280.97
2021-08-14,e9fb516d-75fb-4ffb-b628-323a163e5efe,Running,9.08,535,1.14,665,446,77,145.13
2021-10-19,e2973178-b03f-421c-b15b-0de9b005c43e,Other,27.95,2638,0.65,1053,382,62,1240.92
2021-12-30,caaf8f34-19b6-425e-86cc-c5c9ebdebb18,Running,21.04,1149,1.11,906,82,103,65.5
2021-02-01,c37331ad-742f-4e4e-8a89-0909b050d61b,Running,9.1,557,1.01,944,84,105,32.49
2021-12-12,3216b9dc-c9a0-4591-937b-074343fa385a,Cycling,18.42,785,1.42,1484,288,89,299.61
2022-03-16,88d8d50f-b480-43f4-bd6b-394061f8b9cf,Other,9.17,3501,0.16,1496,254,130,675.28
2021-01-03,82d1cc4a-fc91-4d3a-a31a-33298ed173d7,Walking,21.37,617,2.14,1439,133,60,153.3
2021-11-21,48819e1b-2410-47b7-a111-279588059529,Cycling,28.37,2255,0.77,1131,236,66,678.29
2020-12-04,52088c04-a53f-4474-a435-5e117fd19cbb,Cycling,17.84,3035,0.36,926,146,148,206.92
2020-12-26,0aa81184-8cc6-442c-a5a7-f156e0d2a6e3,Walking,7.41,521,0.93,723,411,116,97.53
2020-08-03,6863e356-cba7-4dc4-aa17-02dcc9ea8733,Other,29.45,1963,0.92,1241,361,85,792.89
2021-01-22,c7aa5a70-fcf8-403d-b56c-9a5990717539,Other,4.72,598,0.52,620,6,65,2.26
2021-01-19,b15b52f9-3313-4a16-954f-c7c412736b5b,Cycling,20.91,2321,0.55,1143,300,66,868.04
2022-01-22,abe7b70c-dc40-472d-a4a4-7e5a72520b04,Cycling,26.52,1786,0.91,1250,426,98,749.73
2022-04-19,0d523da4-b0ce-4371-ba9b-e1ed31c7f7d8,Running,7.79,3493,0.13,1109,1,91,2.57
2020-08-24,976e4ec6-40af-4920-8f42-692552d2624f,Cycling,16.68,458,2.38,1002,176,62,96.41
2020-12-17,0d3205d1-1025-415f-8391-2078db5bfa77,Running,19.93,2769,0.43,1192,359,144,637.22
2022-08-20,61652043-c15b-476c-abf6-72b76cbae48f,Walking,5.62,886,0.4,1458,62,69,77.92
2022-03-02,1ba95832-75d4-4a4c-82fa-cbf5e588349b,Other,23.6,1449,0.98,960,410,69,639.56
2020-09-04,471ae896-d80f-4a58-a4eb-70ad1594c282,Other,29.27,2210,0.81,581,302,141,215.41
2022-01-01,5858f1cd-a06d-4b92-bfa9-28ebffe8a3fa,Running,20.27,2519,0.49,995,244,139,336.56
2020-10-18,2644bb81-aa04-454f-8c65-8943fdb4c1d5,Other,18.25,1472,0.76,1193,448,98,613.61
2020-10-14,d066b25f-eb5a-41bb-b3ef-72d453878012,Running,12.07,2377,0.31,645,158,137,129.56
2020-08-24,f19303e4-02e3-48d5-ad1b-6610b69a8997,Walking,11.14,1804,0.37,680,311,63,416.09
2021-10-15,3f86a909-110e-49ee-9748-22b127b32f41,Running,9.01,168,4.51,1357,100,69,19.33
2022-03-04,c9047649-d59f-4589-bf71-618180f1b584,Cycling,19.36,1776,0.67,823,405,95,469.99
2021-03-12,e43f7a09-1bc4-4686-8264-cea2ad139915,Cycling,25.46,2915,0.53,1469,398,78,1606.12
2021-09-15,b9ebe447-ec94-41f9-b9ad-0b78821a7c39,Other,15.3,1684,0.55,1301,142,125,191.63
2022-03-30,2de1a410-0261-4dfd-a71c-a763e3575f0c,Walking,6.67,283,1.67,1084,11,108,2.15
2021-10-23,d4d76ea0-f190-407f-8af8-e9ded0e15d82,Other,2.13,1014,0.13,1384,252,91,220.7
2020-10-08,f2323c4e-db01-4a45-80ac-42592d5f2212,Walking,11.02,914,0.73,1042,345,95,266.41
2021-06-02,a003e524-0a54-4a68-85a0-b28b64c16122,Walking,13.85,2844,0.29,936,500,84,1103.85
2022-05-08,21c2cd72-18ed-46c7-b5f6-a5bc40a98b30,Walking,29.97,98,29.97,1179,283,77,21.62
2021-10-15,e07eb807-4406-4066-8674-43ec84c4e065,Cycling,8.59,296,2.15,866,197,62,52.98
2022-03-16,e33d16c7-5eb0-4dbd-97c6-16b3fc93c905,Other,11.98,3031,0.24,1076,180,136,308.22
2022-07-13,722b225a-d48b-4c49-ae75-1b22566363e8,Other,11.8,3122,0.23,793,467,91,842.64
2020-10-01,7cfaad21-acea-465f-b26a-17b03a83ab8e,Running,23.69,3584,0.4,1365,97,105,333.69
2020-11-17,287db760-91c1-4fd3-ac99-0d1d6ab19576,Cycling,9.61,463,1.37,528,411,83,87.84
2020-12-12,5f4c72ac-b52a-4fca-a5e9-36fb01a2ccf4,Walking,20.1,3467,0.35,1005,331,104,807.53
2022-05-15,ccf40e18-97df-4761-bfcf-5738a008e451,Cycling,12.85,1896,0.41,1347,368,110,635.7
2021-05-02,3d4ec4f5-5a2f-4996-9c46-7a5d5ea523b6,Running,4.15,428,0.59,1223,261,60,163.95
2021-03-08,fd366fe6-fec7-47e2-86b0-d6e908e916cd,Cycling,16.99,1160,0.89,746,147,71,136.62
2020-08-15,424cbfc1-5154-4e24-b928-c15d4d6f179b,Cycling,23.46,1453,0.98,721,485,136,296.63
2020-11-23,617b9363-e4b3-4ad8-aaa4-4cfaabcf1ba9,Cycling,12.76,1496,0.53,1406,93,76,184.24
2021-05-27,76f31e4f-0f53-438a-aa93-69681d693b56,Running,16.12,2426,0.4,602,339,121,308.03
2022-03-19,9c7c2496-557b-4a5c-966d-d9dc36c48c2b,Other,15.32,1172,0.81,731,147,122,79.28
2021-05-30,22eb845e-1420-4d3d-a198-732c687068f0,Cycling,23.56,2635,0.55,771,494,148,519.29
2021-12-05,215f35bd-892d-4a39-9494-4f7cdd241e7f,Other,7.34,815,0.56,1342,39,111,28.6
2022-07-26,ef4866f5-bdc1-487b-8842-3ba8e56fad1e,Other,24.96,1925,0.78,1422,333,73,954.09
2022-04-06,d7eb7ced-3c7f-463d-84dc-90dc64e3790b,Running,3.61,2933,0.08,598,467,68,482.83
2022-02-22,22652b5a-0236-456c-8016-12bbc74b86b9,Walking,27.92,2548,0.66,1356,397,101,1048.72
2021-08-04,9e470aa7-fd0e-4f5c-8e0d-a1f8d85250d0,Walking,5.3,2015,0.16,1221,345,76,650.52
2021-03-01,a6a1c443-b20b-41a6-8703-dcac82fa4687,Cycling,8.25,3078,0.16,948,27,118,44.21
2021-12-15,2de879d7-1f6b-4fc8-bfe5-167db4e730a7,Walking,25.73,2269,0.7,559,408,102,384.05
2022-03-12,d7572e02-5d8c-4f85-826e-7b7afed8a1ad,Running,2.23,2681,0.05,1195,47,60,78.28
2020-09-28,7420a66a-d996-4da8-9585-4db738783cfa,Cycling,11.67,686,1.06,1243,263,134,129.73
2021-10-29,b5225db8-4973-407a-9395-f000e6c9e04e,Cycling,28.7,3496,0.49,818,297,110,591.9
2021-04-02,60b7e188-f2f4-448e-a8a5-0c35070acf94,Running,28.34,3140,0.55,1264,320,113,853.53
2020-12-11,63d5b5bc-3f8e-41e9-a85d-bfaa588a8d9b,Other,11.64,2353,0.3,1370,248,147,402.73
2022-02-25,05d957d9-249f-4204-8c48-a3f365284df5,Cycling,18.58,786,1.43,1024,23,127,11.72
