Date,Activity ID,Type,Distance (km),Duration,Average Speed (km/h),Calories Burned,Climb (m),Average Heart rate (tpm),Quality
2021-07-06,e9852213-67ea-4b10-b456-61884cc9deab,Other,25.89,2332,0.68,1445,50,147,5.53
2021-09-23,b90f0e1d-9bcf-465a-94fa-3f978d00fa6b,Walking,6.82,2456,0.17,923,396,127,15.44
2021-01-10,19d3532c-441f-458d-84eb-e4b784d3dc9f,Walking,16.91,665,1.54,856,117,91,31.92
2021-09-29,67475c95-8a0d-4991-a49a-be821663d851,Other,6.78,429,0.97,673,321,117,90.22
2022-05-10,b51dfdeb-c6af-4e8f-8bbb-26bea3db6269,Other,11.51,2369,0.3,968,344,61,10.78
2021-10-07,275131a5-0c94-4d14-8974-ba00e651a41b,Walking,15.01,1044,0.88,744,33,122,7.94
2021-08-29,952ba891-6ef9-4723-9019-f54fd0af17e3,Cycling,20.52,676,1.87,987,192,133,80.64
2020-08-17,ad9d6496-9433-4d4b-83f1-1f86eb8740d2,Running,27.64,2070,0.81,1156,391,91,41.45
2021-06-22,45b72d48-fa5d-4160-8c28-dddd835eff40,Walking,16.19,488,2.02,643,346,116,209.54
2022-05-08,8433330f-bff0-4d4b-bc4c-b42177b675e4,Other,4.99,2908,0.1,1289,348,61,2.74
2022-06-05,6a75d7f7-0e4c-4476-b702-9faa6427e902,Running,19.35,2078,0.57,1296,435,88,28.06
2020-10-03,06f0a5a8-d076-45bb-8389-a21133feb53c,Other,18.17,2368,0.47,1159,305,77,15.77
2022-02-05,5c54d778-9b11-49a3-920a-072d980a6f52,Running,6.42,2453,0.16,1272,192,148,5.96
2022-03-15,bd9972fb-6486-4e2d-bebb-af9c5877da5b,Other,8.22,1998,0.25,1227,116,142,5.5
2022-08-18,f7a13511-407d-41d9-b461-f4f4512c2db8,Running,23.12,3119,0.45,597,419,110,57.63
2021-03-13,c52c4656-8481-4e61-9a5e-6edfd81dcf38,Other,19.78,2278,0.53,1125,208,115,18.69
2020-09-26,5f0bae4c-4c44-415d-9c21-e81363169ac6,Running,5.71,3465,0.1,1011,21,84,0.29
2021-02-12,95933c56-6670-4285-bf82-9a84f305b304,Walking,17.59,3408,0.31,817,37,125,2.85
2021-05-08,20ab2779-dc82-4ac2-9b94-1845f00b961a,Walking,2.97,3163,0.06,1396,269,125,2.39
2022-07-23,d0298a7f-d780-4973-9eb5-92a3269162f2,Running,4.57,1591,0.18,1118,41,93,0.97
2020-10-26,30580f39-d2ba-4239-aa5e-6ce4304fa29c,Walking,17.42,3491,0.3,850,202,122,14.42
2021-03-01,a43878ec-8c05-4c02-a401-47b380c5a167,Cycling,6.21,2222,0.17,1013,144,83,3.34
2021-01-05,c0b610ff-464f-4020-9527-d3297c63651a,Other,23.63,844,1.69,1091,364,137,128.39
2021-07-14,02519752-b574-4274-82dd-dfbc2b52a2db,Other,26.66,132,13.33,706,124,104,402.54
2020-11-23,9ca895ab-1b1f-4982-89ba-daa58aa10398,Other,27.91,1469,1.16,1120,250,139,59.75
2022-08-02,d88e3ef5-de34-4608-a8e3-dda5652e9f94,Walking,20.68,207,6.89,1142,298,108,322.54
2020-08-16,68e75448-b497-4240-91e8-6477b81034fe,Cycling,4.21,1132,0.23,1030,65,92,2.16
2021-10-10,f8992e7f-3d21-4ea9-8fcc-ec3a4186db86,Other,24.01,2756,0.53,1115,278,89,19.46
2021-03-13,41469527-136c-438c-b734-55807fcac7a4,Other,3.28,1665,0.12,870,409,99,9.29
2021-06-13,79d679e9-0575-48aa-820a-f8d3ac5f2d87,Other,13.37,2427,0.33,501,293,112,35.78
2020-12-27,f552c39d-eb24-4ff3-97de-d754051bf37e,Running,16.64,719,1.51,760,72,115,27.42
2021-11-22,b231a8ca-65e2-4362-9434-c1dc5cf2b3cd,Other,10.43,3229,0.2,531,172,114,12.24
2021-04-01,502beb6f-a6fd-4b53-845b-593171eaf51c,Walking,4.44,1246,0.22,828,444,122,23.99
2022-04-17,5c37b863-47e5-4d09-bf4f-9e8b5bf8d89f,Other,25.62,1895,0.83,761,2,125,0.0
2021-03-14,4ca22ffa-31c7-44bb-85a4-4297589fe7d2,Other,14.6,1429,0.63,656,467,90,66.99
2021-12-12,eb6d31db-0139-49d2-b79e-cec69d5729b5,Cycling,18.23,945,1.22,588,299,97,99.62
2021-12-10,8c132f4d-119f-41cb-8c0f-e29c55e0a2ee,Cycling,23.22,2598,0.54,1111,265,139,29.73
2022-04-10,38128d2d-3611-4ef9-a5d2-2741310828d9,Cycling,7.18,793,0.55,1059,103,132,11.65
2021-03-28,651d1637-84e7-45d0-9b84-629c08b6a0b7,Walking,23.03,2450,0.58,908,397,77,32.46
2020-09-10,52df09b1-4728-4daf-bd5f-42d8d11d4673,Walking,20.22,3146,0.39,737,160,79,11.08
2021-11-05,9592c421-85f8-43ba-8551-1505666e38f7,Other,6.09,3435,0.11,582,246,104,8.06
2021-01-13,7f92b349-5c61-45d4-aa76-c22572f5e1ea,Walking,20.37,2176,0.57,1386,441,72,21.76
2022-04-10,ead455a9-9e81-4ed5-a9f0-d15643805679,Other,21.68,905,1.45,830,346,134,134.61
2022-07-07,fefed626-1fd1-416a-b35a-5a18983e4910,Other,3.03,1808,0.1,1226,129,61,1.07
2021-07-24,d4e995e5-3990-4f6e-87bc-aea375114a84,Running,23.4,218,7.8,733,146,121,309.02
2020-09-22,ade66f62-460b-4089-955e-c7499019b565,Running,7.18,2240,0.19,537,317,100,18.58
2022-06-19,523928e1-fea1-468e-bc6b-39607e2f67bc,Walking,24.75,3209,0.47,1358,193,108,11.96
2021-04-30,af307212-bac9-4f6e-a77a-499568d41db6,Running,4.62,2075,0.14,1281,10,106,0.17
2022-05-12,4eb621d1-de47-427d-b0b6-7e8b26f0c1f7,Walking,29.93,1494,1.25,677,32,127,11.72
2021-12-03,084d8e25-2b30-44c6-a0bc-d266eae19a43,Walking,8.78,2742,0.2,995,176,138,8.04
2022-01-22,b518b96b-4d00-4338-8ba3-9db35e40f1a8,Walking,6.72,1485,0.28,1499,90,137,3.84
2021-02-02,d887b0ac-99d7-4560-b033-657842e11c99,Cycling,14.02,1919,0.45,855,163,131,18.62
2021-08-29,8b0f36c0-1823-4f58-b5dd-9ca03b6edeb1,Running,17.76,2425,0.44,613,323,126,48.39
2021-08-31,e8c92d9c-94a0-4d0d-b8c4-ea643bbbf19d,Running,9.94,115,9.94,663,298,136,1009.29
2021-12-01,e23e5edb-1cb2-4c41-b0e0-036a3b3d2cbd,Walking,29.23,173,14.62,1078,57,135,173.93
2020-10-25,63d23f4e-575d-4bdb-907e-b5a47cdcb949,Running,2.57,140,1.29,779,132,89,32.42
2020-11-10,12633ab9-03de-4a7f-87d0-eec1b622b497,Other,9.31,3310,0.17,504,444,90,22.46
2021-10-03,06141511-4abe-4118-9843-9afc4c60005f,Running,10.44,3200,0.2,1456,68,133,2.01
2020-10-09,cb2ed169-df0b-40b1-ade7-f9c540f1bba3,Walking,24.8,1925,0.78,1432,280,80,20.26
2022-09-02,4eb0d87e-5279-4406-91bc-5d2b7315c819,Other,25.91,2160,0.72,1263,234,91,20.23
2022-01-20,30579a75-4d1d-4a05-bbf6-ee56e3993b44,Other,15.22,2784,0.33,822,463,98,30.29
2021-02-15,95690d03-78dc-4143-be3d-4c2ba60be97a,Walking,23.45,1045,1.38,1017,478,91,98.17
2021-12-08,2506a066-5ce3-4d24-92b7-e8b20c856a81,Cycling,25.62,3114,0.5,661,238,145,43.32
2022-06-03,5486ca2a-3a61-46bc-b7e5-ee9889509430,Walking,29.2,1917,0.94,1418,47,67,3.33
2022-09-04,f496f576-371d-4123-a4f3-09faf77480f4,Other,28.58,2025,0.87,506,378,61,66.08
2022-02-06,29cc98d1-1cec-48e3-8dd5-ce0e4e1ba0e6,Running,3.28,612,0.33,1084,424,124,26.61
2022-05-06,52c629c1-4e43-4902-920c-75e54472b338,Running,18.46,3283,0.34,968,397,114,26.43
2020-11-21,70115848-b126-4728-8af0-ff1be806dcf0,Walking,13.42,386,2.24,686,430,131,305.84
2020-12-21,61ba15d4-a376-429d-bfe0-4c92fb7f3b0b,Walking,19.78,1472,0.82,1289,408,62,26.82
2021-09-08,73abe4f1-4fad-4805-afa0-222048d1c5bf,Running,5.82,627,0.58,1464,117,63,4.87
2021-03-31,6bfad375-8403-432d-9479-2e689fa1c1d0,Cycling,3.74,1925,0.12,903,326,80,5.74
2022-06-30,b9c37378-39e1-44ed-9a85-6e2e821ea7e4,Other,28.92,833,2.22,1301,172,78,37.93
2022-03-25,931bd5d1-d2a9-4eba-a6fb-1d56b93ecfff,Walking,22.79,83,22.79,626,5,92,16.75
2021-12-30,182e233e-5afe-4f7b-859c-b972d9200fab,Cycling,7.46,1858,0.25,1244,428,62,8.85
2021-03-18,e38526d2-fb29-42be-a2e3-6d1d20461c1b,Walking,28.9,1580,1.11,1411,211,131,36.07
2021-10-26,5198a6ba-a946-42db-bb0d-71c898a519a5,Running,21.72,617,2.17,1301,299,133,109.81
2022-01-05,8fb30bb9-2619-457e-8120-d9564abd8d06,Walking,16.23,3165,0.31,1402,327,112,13.5
2020-09-08,9c3f1b1b-0e9c-42ff-bbb7-7ae2f114aace,Walking,20.71,3287,0.38,1484,129,77,4.24
2021-01-25,43961fc3-ca72-4140-905d-b0a5fb4fcd3e,Running,17.97,1615,0.69,1459,475,70,26.15
2021-02-20,c50582f4-52c0-4981-825a-1aabb7653a7d,Other,17.26,3248,0.32,772,27,149,2.78
2022-04-12,8fccfb65-8ebc-4240-9c5c-6d5e8d31c72c,Cycling,15.6,85,15.6,1139,27,97,59.78
2021-10-05,2b652987-13b7-4c90-985d-a0a2c441b2de,Other,4.2,1614,0.16,1134,325,78,5.94
2020-09-27,004d265a-f6b6-470e-97a4-6c2d749eb524,Cycling,9.53,187,3.18,1233,224,137,130.73
2021-12-16,3b27d70b-cd5d-468b-8147-58b442e77cfc,Walking,2.16,759,0.18,956,213,107,7.15
2021-04-23,5cfa1c65-e30b-4648-b113-8fad8c4d2d1a,Running,6.02,1875,0.19,618,191,96,9.3
2021-07-08,eb9df0dd-40a9-4d10-963a-c6fab83e7652,Other,24.12,3464,0.42,850,468,72,27.75
2020-10-21,a3d4d1c8-cf69-463e-9d18-ffce01a59c28,Other,20.58,2778,0.45,1326,444,116,29.13
2022-01-08,e6acf44f-b2f5-4a01-914b-e273ac54d0ca,Other,4.01,1320,0.18,514,24,86,1.2
2021-08-27,7a3e6c31-51fc-4b63-988d-418b0fb38d0f,Other,17.76,509,2.22,1172,166,122,63.55
2021-02-14,b1efafb5-a6cf-4e0a-923c-fe32fe73e499,Other,24.23,1006,1.51,1475,459,76,59.52
2021-05-14,70b17fd8-fd55-47c8-b242-e16258b4e779,Other,3.72,2077,0.11,904,196,137,5.42
2021-11-24,c8012882-6033-4703-982b-cd19654327c3,Other,19.64,2965,0.4,1469,387,63,11.06
2021-04-14,0c09bdcf-c579-4a4f-9fba-33daf5e4535b,Other,4.16,1938,0.13,1469,33,65,0.32
2021-02-07,10e39339-556f-4f55-b2c8-1a2c5d5fb888,Other,7.02,457,1.0,666,306,107,81.94
2021-04-24,12cbae48-156b-4d3a-b43a-0f21107f66f3,Running,18.91,3287,0.35,1255,286,148,19.61
2021-10-06,0c3b3c20-7873-412c-803c-dc53c2f48ab1,Walking,21.68,1037,1.28,950,489,66,72.47
2021-12-03,19e805a2-f37c-4a5e-a4c2-453dbb0c2657,Cycling,11.71,1356,0.53,841,206,62,13.28
2022-05-31,aabbe101-9935-4afb-a04f-94f33b3d6f40,Walking,8.73,2873,0.19,1035,231,125,8.83
2021-09-18,e1d732af-9e37-4609-bcea-b43ac27b1ec4,Other,10.84,724,0.9,1137,395,87,45.11
2021-09-23,63ae230c-58d7-4f61-bc5a-5155c8d749be,Cycling,13.75,1210,0.69,1229,193,66,11.86
2020-11-17,9d667ce8-967e-4a43-b6da-5609d5e1ddb8,Walking,26.29,2864,0.56,1417,18,133,1.58
2022-02-26,b00d4c1c-669d-4d96-8132-d0f6a3bfe352,Running,29.86,1454,1.24,923,156,97,33.88
2022-03-04,00f76fc3-0e92-4b8f-86d6-f1551d90fe38,Cycling,25.07,3024,0.5,727,405,82,38.07
2022-08-21,e72e3245-a02f-498c-8309-8d8866639205,Running,17.17,72,17.17,894,42,118,158.64
2021-01-16,719ce98a-c7af-4b11-b69e-169d5396c14f,Running,11.37,2940,0.23,1458,48,143,1.8
2022-02-10,0568b539-023e-4f3f-8648-93a40329cf0f,Walking,20.67,280,5.17,1056,318,63,163.47
2020-08-13,33859604-7324-4059-9120-603f585bd231,Cycling,19.08,802,1.47,1191,30,133,8.21
2021-07-26,de1e1a8f-4c09-4c18-9aa2-18616604d0b4,Other,10.23,1451,0.43,1281,277,147,22.7
2022-08-16,16a13c08-de41-421b-8bc1-bbb58a6fcd65,Running,23.17,2416,0.58,1476,359,84,19.64
2022-04-16,b4afe88e-13fe-4f41-9e14-38eba8f41ca5,Other,29.67,1597,1.14,1080,143,98,24.31
2022-07-05,2877c028-e55f-4a97-9a6f-88c5dd6980e0,Running,29.65,3534,0.51,1358,240,129,19.38
2021-11-15,071bc0be-8dfd-4b8c-91b6-229f7217c283,Running,23.16,266,5.79,1261,334,77,196.22
2022-02-15,9846b1bc-1b4e-4ddb-83cd-2be8aa342f35,Cycling,26.36,2799,0.57,1056,195,89,15.61
2021-07-03,80fd95ae-17c4-4451-afe2-e50a8665a4dd,Other,15.89,3199,0.3,1311,269,141,14.36
2022-01-27,737a68e3-d990-44e0-96fa-13d6d887d8a8,Walking,3.98,1046,0.23,730,205,111,11.89
2020-11-21,b38531ee-ee39-4f3c-a3c9-5f2f03354cff,Running,24.7,3346,0.45,1436,143,96,7.07
2021-12-05,32852798-3f3e-46d8-93e8-7bec5d4c9f48,Other,26.96,3359,0.49,825,351,102,35.44
2021-09-17,a5221f17-1ea2-42a8-9be6-fcf54ac277fc,Other,20.3,2445,0.51,1191,312,133,29.62
2021-09-06,e0d70612-9b91-4ef8-980b-23c5b7075fa9,Cycling,2.2,1279,0.1,1416,170,64,1.27
2022-06-21,aa81c2a0-41f4-448c-b720-494dab2fe531,Walking,8.24,3144,0.16,650,98,114,4.49
2022-06-16,864c296a-43f9-4ffb-bba0-14271ad831cd,Walking,29.74,1826,0.99,603,378,128,132.39
2021-09-16,eccf6c4b-70f5-4ef0-bede-ec5248864b2f,Cycling,26.08,3317,0.47,1164,110,144,10.47
2022-07-13,55d2ac43-4aa0-48ff-9cd0-83513415120a,Walking,12.74,3096,0.25,1096,455,136,23.42
2021-11-15,fc5c8ad1-e63a-4b82-95af-6efef2970e1d,Walking,18.06,2426,0.45,831,360,134,43.54
2020-11-05,de792489-f2b9-45da-9819-43758ff90d5b,Cycling,9.76,2082,0.29,896,76,76,3.07
2020-10-08,02cb01bb-ae54-4c53-af10-518643e80392,Cycling,25.3,3020,0.51,706,215,138,35.39
2021-06-12,eec05082-87eb-441d-9f43-7f6b711606c3,Cycling,5.67,3242,0.11,824,36,80,0.64
2022-08-22,ab4c7717-e69a-4b8e-8454-f3412d12b597,Walking,22.9,318,4.58,628,436,103,544.6
2022-01-03,0f5c5cd1-cd93-43df-8935-43f8a71d25a7,Walking,20.06,3428,0.35,643,302,146,39.74
2021-12-17,02e453b4-702b-4c53-a48b-5f281c250e42,Running,11.75,2057,0.35,821,56,77,2.95
2021-04-29,163c00e3-4ecd-45e4-974c-07741b7ebe7c,Other,2.68,992,0.17,1178,152,67,2.42
2022-03-05,8804e127-9bb8-4312-9297-d22755d92f25,Running,22.69,3475,0.4,669,59,71,4.03
2020-11-08,71c61ccd-149b-4edc-8dfd-b4d08c4fccdb,Other,29.76,1536,1.19,1292,214,148,48.39
2022-03-16,915edaee-491e-4a27-af3e-4551ceca34eb,Other,12.52,3350,0.23,1070,481,149,25.62
2022-09-04,cd6c3005-6fd0-4b00-8f0d-845153d4919a,Other,14.21,2643,0.32,582,119,113,12.12
2021-01-21,00240ec1-bea1-44c5-a82e-a4cd35e14616,Walking,24.75,2852,0.53,1256,24,91,1.54
2021-04-07,8d180f3c-8f4c-4984-8611-82ae5322059a,Cycling,20.31,1533,0.81,933,493,60,42.71
2021-03-18,d185f808-58c1-4889-ae75-1a62923c8744,Other,13.61,1642,0.5,1358,267,134,21.96
2020-08-15,a5554bc6-19c5-423f-a123-64697c8d0a64,Walking,24.36,3096,0.48,1096,366,141,37.67
2021-08-19,db62a59a-d607-4798-87cc-ccf2a93ea59c,Other,3.33,3339,0.06,1258,319,78,1.97
2022-08-08,735f7a1e-415d-4020-8d11-36d850984998,Cycling,16.81,3412,0.3,763,114,101,7.55
2022-04-12,f65583fd-6536-4933-8584-72a5895f4753,Cycling,20.83,236,6.94,802,40,78,43.87
2021-05-24,e32efd6f-7a8c-406f-b5bd-375861d4f957,Running,4.98,198,1.66,637,376,128,208.48
2021-08-13,4eae02ce-84f7-474c-8cda-00a5abe04558,Cycling,17.98,2018,0.54,833,449,86,41.53
2022-02-26,a7ec0ec0-d938-40e9-975d-16cbbbdb2b7d,Cycling,5.48,2619,0.13,759,250,60,4.26
2020-08-01,ff0a8e49-157d-4b48-aca0-8687fce0bd61,Walking,12.96,1027,0.76,1065,228,82,22.24
2021-06-14,f675fb3f-50be-4ef7-9ecc-ac333a4c4c93,Other,14.29,74,14.29,1051,182,121,493.56
2021-01-21,bfb7aa36-0791-4b6a-9279-e02fc398190e,Running,4.24,2180,0.12,1006,475,61,5.75
2021-11-10,5e2a9a79-a91d-4644-827d-06b321d30f9c,Running,8.25,2797,0.18,1301,358,115,9.47
2021-12-05,ed541eac-3f7e-4f82-add2-e660026175b3,Running,20.46,2769,0.44,1143,345,91,20.14
2021-07-28,fc984dd9-7214-4952-9656-58dd26a41e43,Cycling,18.31,1226,0.92,1150,152,124,24.8
2022-06-01,82bb0048-e167-473f-b105-42c52285fc57,Walking,13.22,2612,0.31,776,247,113,18.51
2020-08-14,24d92585-d90f-410a-9a7b-96190de77c02,Walking,5.48,1953,0.17,523,4,111,0.18
2021-08-12,56009203-200a-4537-85e2-b6f1052da226,Other,11.12,2533,0.26,990,205,130,11.61
2020-08-06,8cc173ff-9234-4957-919b-854894aff4b5,Walking,6.68,934,0.45,1352,23,102,1.19
2021-12-09,15c70676-385f-442b-bcf4-681dc83b3adf,Walking,19.31,2367,0.5,1215,128,61,5.27
2021-05-14,230d7c25-931d-46c8-bc8c-ec5e553542e8,Running,13.7,932,0.91,1048,95,61,8.21
2022-03-08,4f94a0cb-e932-40ab-b9c0-6f7d227f8f03,Running,4.52,3532,0.08,801,250,79,3.27
2021-06-03,4c79b105-66de-42dd-bca5-8ce551ec96fa,Running,19.22,1669,0.71,935,233,126,36.84
2021-12-09,7c1d889f-8e7a-4190-9494-487d747b5f20,Running,22.88,802,1.76,886,471,107,166.85
2022-01-15,6a714160-c44c-4afb-af8b-8710eeea4a78,Walking,6.56,3302,0.12,587,72,112,2.75
2022-07-05,173b5f64-ca19-4378-a759-3390bc76237f,Running,19.15,2814,0.42,666,39,76,3.12
2021-09-22,77fca81e-192f-43f2-80cb-0fb4deca7702,Walking,11.83,1624,0.44,848,473,148,60.28
2021-06-03,7e8023d6-46ff-410b-86e6-04cf0b873616,Cycling,10.24,2313,0.27,838,347,134,24.83
2021-08-03,fb6ea99b-8391-4cff-b467-0388716313cf,Other,9.36,2165,0.26,1183,272,149,14.74
2021-09-08,961f6f07-b91f-4acb-837b-8bac2f8d4f10,Walking,4.8,1666,0.18,802,263,95,9.27
2021-12-14,6c61f14c-8ac6-4f2c-b02c-7ac471831518,Other,13.03,2466,0.32,1021,209,113,12.22
2021-10-23,0f4465f7-afe7-4639-9b63-14ef0d2696c0,Running,5.88,179,2.94,945,458,73,172.6
2021-11-06,fc62539b-7d8b-4c7d-abb6-b74be0d45a98,Other,22.28,853,1.59,886,374,131,145.76
2021-12-01,42d9d3ba-2c64-4ee6-b371-9e7f257efeac,Running,12.3,2412,0.31,796,239,128,19.69
2022-04-10,342dee8a-7410-453a-a0e9-195655b151fa,Walking,7.91,1938,0.25,575,154,111,12.31
2022-06-28,b76404f5-2a1e-4005-99d9-86e97a265e97,Walking,22.66,3571,0.38,1208,188,109,10.63
2021-08-08,06cf0d27-5828-47ee-8986-0784b12defa9,Other,20.95,2923,0.44,1290,302,124,21.15
2022-03-17,b21292e5-a3ba-4039-b2c1-770a93c24a31,Other,16.91,1316,0.81,1130,219,148,38.72
2022-04-27,9421c104-6ab9-4565-ac20-d760edc62e2a,Walking,5.25,667,0.48,509,457,131,93.89
2022-04-18,c5e8b923-e8f3-42b6-8c2d-0a94eb922b6c,Other,12.08,2165,0.34,912,183,76,8.64
2022-06-30,1bc8dc0b-2986-42c4-a02a-938c2dd8a5cd,Cycling,9.47,878,0.68,709,380,129,77.95
2022-05-03,0e6403c7-418d-47a3-8d0b-67e3902dc082,Other,13.42,1532,0.54,593,370,102,57.12
2021-11-06,3d8fc361-d9f2-4136-b726-4746919ee0b5,Walking,25.6,1314,1.22,841,387,84,78.6
2022-06-01,116f079c-e87f-4208-80cc-98ea5a9a8575,Running,22.97,3409,0.41,573,253,95,28.55
2020-12-05,90e154f8-d24c-4c51-a272-1250e774b33e,Cycling,22.4,1687,0.8,978,218,93,27.39
2021-09-02,1c5498af-8c0d-45b5-87a2-3e0129a3cc22,Running,26.32,118,26.32,1020,134,113,641.49
2020-11-22,ce846199-f0a6-4042-bd8d-b911816b6d5f,Running,18.54,2474,0.45,921,463,67,25.21
2022-01-01,a6b21626-1235-41f0-88ab-0f6a0a941c8f,Other,2.74,2511,0.07,708,269,147,6.47
2022-08-20,b343b21d-4874-4afa-92c3-ef35a17e4f4b,Cycling,18.04,257,4.51,1118,414,92,256.08
2021-03-01,d216885a-6c20-4f08-bb19-3dd9837d33af,Walking,15.42,3542,0.26,1017,299,114,14.43
2022-05-24,734f8469-a9cc-4322-89e4-5a81178acf49,Cycling,26.63,991,1.66,1497,316,60,34.93
2021-05-10,0bca8f70-5725-46e4-9556-e9ab5450f40a,Walking,6.18,2826,0.13,791,231,114,7.21
2021-01-15,3c6895d1-3210-4200-a586-1b7a829a52d9,Walking,10.81,2514,0.26,765,441,86,21.48
2021-04-07,73d7eaf8-35cb-44d1-bfa2-f7ac1c837081,Running,12.92,1378,0.59,795,481,85,50.47
2020-11-28,f70833a6-f2d9-494d-a907-a02507d2bfbb,Walking,26.83,602,2.68,1496,431,81,103.75
2020-08-16,5b550976-e2e8-4b10-a8ae-4327ba0c8e31,Walking,15.43,1244,0.77,1124,68,141,10.63
2021-11-15,a9f1717a-8916-4109-a40c-f15d874c3bb4,Walking,23.38,464,3.34,504,41,88,37.91
2021-07-11,9d40b63d-aa36-4dd2-85fa-5193f982ab64,Running,16.4,2422,0.41,945,21,109,1.66
2021-07-17,7b42e6c4-49ea-49f1-85b3-0603cad95b91,Walking,14.03,1036,0.83,1115,392,72,34.84
2020-10-07,67fd4e46-509e-4f49-80e2-d8dd1d0953f4,Other,10.97,2483,0.27,552,460,62,23.2
2021-09-29,238ccd72-87be-4666-b324-6e192fd932ed,Cycling,4.43,3533,0.08,1461,20,128,0.21
2022-02-19,30978c61-a6b9-4fc2-8b6e-cf7ca00b6bdd,Walking,14.19,147,7.1,850,385,81,433.02
2022-07-08,48010f7e-3624-4cef-b04f-07b0a523bacb,Other,20.98,1970,0.66,1456,100,129,9.65
2022-06-20,9b4c8e64-7a74-4f92-b113-57e33420cd21,Other,22.01,998,1.38,1190,198,111,42.48
2022-07-30,af43ffb2-1da6-4a84-bccc-2d4035c44870,Running,10.42,3089,0.2,1050,166,135,7.07
2021-08-12,7a53036f-5abe-4022-8225-788b30165a3c,Other,13.55,3021,0.27,1334,379,99,12.62
2021-12-18,95fdfc5d-6080-4395-b19e-2f0944ca4123,Cycling,3.39,1328,0.15,519,381,70,12.85
2022-04-14,84dba336-baef-4ac7-9bc8-2c4573ac1de6,Running,4.55,540,0.51,854,296,112,32.77
2020-12-22,1bffda94-982a-4a4a-825d-8f48783b20e4,Other,12.26,1607,0.47,1140,414,105,29.87
2022-02-14,42b55eb4-cd35-40f8-b5eb-5cc68d85a15d,Walking,28.6,2410,0.72,1194,483,137,66.5
2021-09-07,01b0e0a3-1a71-488c-9543-345132b2af65,Other,28.65,1781,0.99,509,52,79,13.06
2021-01-19,18b62b94-0059-42aa-a793-f06ef68f4da4,Other,8.61,2916,0.18,1361,42,97,0.9
2022-03-08,0d1b9159-c58d-43ec-bf12-c859f6590430,Running,29.85,221,9.95,938,360,79,502.8
2021-08-14,a4fcb45d-7578-4a7f-b5e5-92eaa51d1a7c,Other,4.43,3302,0.08,1480,490,141,6.21
2021-06-22,e8ab3407-7845-47a2-8b74-000d90efa94c,Running,21.92,1946,0.69,1414,350,64,18.11
2022-04-27,37f449c7-bd13-4055-a937-7a3713290972,Other,24.13,2037,0.73,959,496,64,40.19
2021-10-12,38abefa1-c842-417d-b8f6-c92da952b96a,Cycling,29.98,1471,1.25,590,333,78,91.72
2021-08-25,7d4c1293-c3fd-42c1-82ba-39968d2cfed3,Other,2.51,761,0.21,1109,63,77,1.53
2021-05-03,f67e6dc1-a232-4444-a102-e8026f1f91f2,Cycling,8.46,1521,0.34,1279,416,125,22.93
2021-02-12,1a403136-477d-410c-b02e-37bec7f6a7c3,Running,5.16,2582,0.12,1164,298,114,5.82
2022-05-16,96f54364-9fd0-43d3-a66b-0836db7238ab,Other,7.86,388,1.31,1426,69,66,6.97
2022-08-04,72e63063-efe4-4e9f-8f54-85f48eba365b,Running,9.04,2699,0.21,1072,378,97,11.97
2021-04-14,00c722ba-9747-4142-843c-7fca4a791fc6,Other,8.85,2978,0.18,582,156,98,7.88
2021-01-18,2bc497c4-e077-4971-b4be-5cc989f8b009,Walking,14.55,1106,0.81,938,245,113,39.52
2022-02-05,276a9480-54f1-4656-a3b4-40c5e9652b9f,Walking,3.28,295,0.82,1423,489,70,32.87
2021-10-31,ca60e042-9314-4f3d-8c84-c64cbd7209bb,Cycling,16.41,2164,0.46,1053,469,87,29.64
2021-01-13,ceba06dd-f92f-491a-9fee-31bd5132a24b,Running,14.84,3561,0.25,508,31,124,3.05
2022-01-13,9cf246a7-88b7-4501-b46b-6b01b9958038,Walking,27.8,2972,0.57,1112,490,102,42.61
2020-12-08,f622e2c5-4493-492e-996d-92a21ae084c9,Other,2.26,1540,0.09,1232,113,114,1.54
2022-05-06,411c9062-77b9-4950-a8ca-7d6f9ee5cf11,Other,19.8,2346,0.51,1191,102,136,9.9
2021-06-06,0f95245f-4b82-481c-ad0b-a66ceffd0a32,Cycling,2.46,1485,0.1,1479,307,122,4.21
2021-12-18,3502675b-2a58-4a95-9226-8ca46e4db249,Other,11.83,1380,0.51,1353,335,115,24.06
2020-10-14,21fd1633-12e6-4d88-bd95-b9b95153fb28,Cycling,7.06,756,0.59,1197,482,73,28.79
2021-08-12,94a5f62f-2916-44c3-8207-ac1d24a02b14,Running,17.91,676,1.63,861,168,149,78.98
2020-09-15,820504f6-46f4-4505-ab3d-ba1aaa685c92,Cycling,11.52,757,0.96,1308,207,68,17.22
2021-08-07,631671e3-73d5-4361-b241-78517528cedc,Walking,10.71,293,2.68,1154,6,92,2.14
2021-01-10,df2ab236-bbc9-440b-8c1b-7daf04d66286,Walking,5.25,235,1.75,1259,202,142,66.12
2020-09-02,306de173-9222-459c-af48-8dac68ef4318,Walking,14.61,2812,0.32,631,67,125,6.97
2021-05-29,925ad747-374b-4ee3-8ff3-a02524b2cf68,Walking,6.89,1646,0.26,746,121,64,4.46
2021-01-08,750419c1-dc0d-44dc-9f9b-39d63ca1ceb8,Other,26.02,196,8.67,888,489,92,732.07
2021-09-18,0b0b81b7-a988-447b-b303-753d26b413d3,Running,12.01,1204,0.6,1377,160,145,16.74
